,levy,manufacturer,year,category,leather_interior,fuel_type,engine_volume,mileage,cylinders,gear_box_type,drive_wheels,doors,wheel,color,airbags,turbo,price
5542,810.0,Hyundai,2016,Sedan,1,Petrol,1.8,70220,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,34877
5544,586.0,Toyota,2012,Sedan,0,Hybrid,1.8,95992,4.0,Variator,Front,4-5,Left wheel,White,0,0,20385
5546,1249.0,Toyota,2017,Jeep,0,Petrol,2.5,16500,4.0,Automatic,4x4,4-5,Left wheel,Grey,12,0,47042
5547,880.0,Kia,2018,Jeep,1,Petrol,1.6,65451,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,1646
5548,259.0,Chevrolet,2014,Hatchback,1,Hybrid,1.4,112123,4.0,Automatic,Front,4-5,Left wheel,Silver,0,0,6586
5550,1266.0,Honda,2014,Hatchback,0,Hybrid,1.5,114000,4.0,Automatic,4x4,4-5,Right-hand drive,Silver,12,0,10976
5551,640.0,Ssangyong,2013,Jeep,1,Diesel,2.0,123700,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,32311
5552,629.0,Ssangyong,2015,Jeep,1,Petrol,1.6,215000,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,25139
5556,518.0,Toyota,2016,Jeep,1,Hybrid,2.5,47453,4.0,Automatic,4x4,4-5,Left wheel,Silver,10,0,19444
5557,1107.0,Other,2007,Other,1,Diesel,1.7,0,4.0,Manual,Front,4-5,Left wheel,Silver,10,1,9408
5563,777.0,Toyota,2014,Sedan,1,Petrol,2.5,202355,4.0,Automatic,Front,4-5,Left wheel,Other,12,0,941
5564,831.0,Honda,2018,Sedan,1,Petrol,1.5,60062,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,11290
5565,1249.0,Toyota,2017,Sedan,1,Petrol,2.5,48035,4.0,Automatic,Front,4-5,Left wheel,Other,12,0,4234
5567,862.0,Hyundai,2011,Other,1,Diesel,2.5,222604,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,18500
5568,1185.0,Other,2009,Jeep,0,Petrol,2.5,133000,4.0,Automatic,4x4,4-5,Left wheel,Silver,8,0,13172
5570,650.0,Other,2016,Jeep,1,Petrol,1.4,77600,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,314
5571,880.0,Hyundai,2018,Sedan,1,Petrol,1.6,52000,4.0,Automatic,Front,4-5,Left wheel,Other,4,0,31581
5572,639.0,Hyundai,2014,Jeep,1,Diesel,2.0,134750,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,30351
5573,353.0,Toyota,2015,Jeep,1,Hybrid,1.8,104795,4.0,Automatic,Front,4-5,Left wheel,White,12,0,2038
5575,586.0,Hyundai,2012,Sedan,0,Petrol,1.8,158000,4.0,Tiptronic,Front,4-5,Left wheel,Grey,10,0,12544
5576,707.0,Hyundai,2011,Sedan,1,Other,2.0,91222,4.0,Automatic,Front,4-5,Left wheel,White,4,0,7683
5578,1111.0,Honda,2012,Hatchback,0,Petrol,1.3,116000,4.0,Variator,Front,4-5,Right-hand drive,White,10,0,8154
5579,394.0,Toyota,2014,Sedan,1,Hybrid,2.5,130478,4.0,Automatic,Front,4-5,Left wheel,White,12,0,862
5580,1408.0,Ford,2007,Other,0,Diesel,2.2,175000,4.0,Manual,Front,4-5,Left wheel,White,2,1,12858
5582,836.0,Hyundai,2010,Jeep,1,Diesel,2.0,243551,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,19309
5583,707.0,Ssangyong,2011,Jeep,1,Diesel,2.0,53323,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,32035
5584,463.0,Toyota,2018,Hatchback,1,Hybrid,1.8,2102,4.0,Automatic,Front,4-5,Left wheel,White,12,0,40769
5589,880.0,Other,2018,Jeep,0,Petrol,1.6,8000,4.0,Tiptronic,Front,4-5,Left wheel,Grey,0,0,24775
5592,781.0,Toyota,2012,Jeep,0,Petrol,2.5,159901,4.0,Automatic,Front,4-5,Left wheel,Other,12,0,5959
5593,474.0,Other,2013,Sedan,1,Hybrid,1.4,159981,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,2509
5594,765.0,Mercedes-Benz,2015,Jeep,1,Petrol,2.0,155317,4.0,Automatic,4x4,4-5,Left wheel,White,0,0,16308
5595,761.0,Toyota,2010,Sedan,0,Hybrid,1.8,260000,4.0,Automatic,Front,4-5,Left wheel,White,6,0,14740
5596,1017.0,Hyundai,2017,Jeep,1,Diesel,2.0,72040,4.0,Automatic,Front,4-5,Left wheel,Blue,4,0,42717
5601,833.0,Chevrolet,2010,Jeep,1,Diesel,2.0,62147,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,11917
5602,893.0,Toyota,2008,Sedan,0,Hybrid,1.6,18000,1.0,Automatic,4x4,4-5,Left wheel,Other,1,0,9408
5603,1095.0,Other,2008,Jeep,0,Petrol,2.0,89000,4.0,Automatic,4x4,4-5,Left wheel,Black,6,0,8154
5605,1091.0,Hyundai,2016,Minivan,1,Diesel,2.5,91804,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,37066
5606,1399.0,Lexus,2010,Jeep,1,Hybrid,3.5,315270,6.0,Automatic,4x4,4-5,Left wheel,Grey,12,0,2509
5607,531.0,Other,2012,Other,1,Petrol,1.6,115754,4.0,Automatic,Front,4-5,Left wheel,Blue,12,0,1176
5609,642.0,Other,2012,Sedan,1,Diesel,2.0,198253,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,4391
5610,642.0,Chevrolet,2012,Jeep,1,Diesel,2.0,201892,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,15125
5611,769.0,Chevrolet,2011,Jeep,1,Diesel,2.2,134498,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,22549
5612,1399.0,Honda,2010,Minivan,1,Petrol,3.5,135000,6.0,Automatic,Front,4-5,Left wheel,White,8,0,25089
5613,1307.0,Other,2015,Coupe,1,Petrol,3.6,84800,6.0,Automatic,Rear,2-3,Left wheel,Silver,12,1,42337
5614,1327.0,Other,2018,Sedan,1,Petrol,2.5,0,4.0,Automatic,4x4,4-5,Left wheel,Silver,12,0,1882
5615,1659.0,Toyota,2014,Sedan,1,Petrol,5.7,0,8.0,Automatic,4x4,4-5,Left wheel,White,12,0,3293
5616,891.0,Hyundai,2016,Sedan,1,Other,2.0,256768,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,15681
5618,645.0,Chevrolet,2011,Sedan,0,Petrol,1.8,28000,4.0,Manual,Front,4-5,Left wheel,Silver,12,0,9408
5619,831.0,Hyundai,2011,Sedan,1,Hybrid,2.4,0,4.0,Automatic,Front,4-5,Left wheel,Silver,0,0,157
5620,781.0,Toyota,2012,Sedan,1,Hybrid,2.5,268683,4.0,Automatic,Front,4-5,Left wheel,Blue,12,0,3136
5621,640.0,Ssangyong,2013,Jeep,1,Diesel,2.0,153641,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,32311
5624,308.0,Lexus,2014,Hatchback,1,Hybrid,1.8,132563,4.0,Automatic,Front,4-5,Left wheel,Other,0,0,11447
5626,1451.0,Bmw,2011,Sedan,1,Petrol,4.4,139363,8.0,Automatic,4x4,4-5,Left wheel,Black,0,0,157
5627,640.0,Hyundai,2013,Jeep,1,Petrol,2.0,219070,4.0,Automatic,4x4,4-5,Left wheel,Grey,12,0,627
5629,530.0,Hyundai,2013,Sedan,1,Petrol,1.6,117500,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,17158
5630,831.0,Ssangyong,2017,Jeep,1,Petrol,1.6,31139,4.0,Automatic,Front,4-5,Left wheel,White,4,0,38311
5631,934.0,Other,2015,Jeep,1,Petrol,2.5,90392,4.0,Automatic,4x4,4-5,Left wheel,White,0,0,6899
5632,639.0,Ssangyong,2014,Jeep,1,Diesel,2.0,134368,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,25512
5634,1077.0,Other,2019,Sedan,1,Petrol,2.0,35898,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,14269
5635,583.0,Hyundai,2011,Sedan,1,Petrol,1.6,133783,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,19679
5636,475.0,Other,2012,Sedan,1,Petrol,1.4,157317,4.0,Automatic,Front,4-5,Left wheel,Other,12,0,3293
5637,1604.0,Mercedes-Benz,2014,Sedan,1,Petrol,5.5,101424,8.0,Automatic,4x4,4-5,Left wheel,Grey,12,0,32302
5638,831.0,Other,2017,Jeep,1,Petrol,1.6,59974,4.0,Automatic,Front,4-5,Left wheel,Other,12,0,3136
5639,779.0,Toyota,2013,Sedan,1,Hybrid,2.5,232032,4.0,Automatic,Front,4-5,Left wheel,Silver,12,0,392
5642,639.0,Hyundai,2014,Jeep,1,Diesel,2.0,120272,4.0,Automatic,Front,4-5,Left wheel,White,4,0,28617
5643,1598.0,Mercedes-Benz,2008,Sedan,1,Diesel,3.0,175614,6.0,Automatic,Rear,4-5,Left wheel,Black,12,0,2430
5646,777.0,Hyundai,2014,Minivan,1,Diesel,2.5,120804,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,37000
5647,761.0,Toyota,2010,Jeep,1,Hybrid,1.8,221760,4.0,Automatic,Front,4-5,Left wheel,Blue,12,0,706
5648,831.0,Ssangyong,2017,Jeep,1,Petrol,1.6,81348,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,35610
5651,1091.0,Hyundai,2016,Other,1,Diesel,2.5,51831,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,44247
5653,1236.0,Honda,2011,Sedan,0,Petrol,1.3,185000,4.0,Automatic,Front,4-5,Right-hand drive,Black,2,0,8154
5654,1399.0,Mercedes-Benz,2010,Sedan,1,Petrol,3.5,229904,6.0,Automatic,4x4,4-5,Left wheel,Black,12,0,470
5655,753.0,Kia,2012,Sedan,0,Petrol,2.4,121000,4.0,Tiptronic,Front,4-5,Left wheel,Other,12,0,15681
5656,1511.0,Hyundai,2010,Coupe,1,Petrol,3.8,189194,6.0,Automatic,Rear,2-3,Left wheel,White,12,0,784
5657,765.0,Mercedes-Benz,2015,Jeep,1,Petrol,2.0,99542,4.0,Automatic,4x4,4-5,Left wheel,White,0,0,11133
5660,1091.0,Hyundai,2016,Minivan,1,Diesel,2.5,135884,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,36834
5663,584.0,Mercedes-Benz,2014,Sedan,1,Petrol,1.8,81600,4.0,Tiptronic,Rear,4-5,Left wheel,Blue,12,1,14113
5668,642.0,Other,2012,Jeep,1,Petrol,2.0,48379,4.0,Tiptronic,4x4,4-5,Left wheel,Other,14,1,21326
5669,530.0,Chevrolet,2012,Sedan,1,Petrol,1.6,30089,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,9092
5672,1537.0,Toyota,2009,Sedan,1,Hybrid,3.3,318358,6.0,Automatic,4x4,4-5,Left wheel,Black,12,0,1019
5673,1266.0,Hyundai,2011,Coupe,1,Petrol,3.8,135746,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,21395
5675,765.0,Hyundai,2015,Jeep,1,Diesel,2.0,80687,4.0,Automatic,Front,4-5,Left wheel,White,4,0,39891
5677,642.0,Ford,2012,Hatchback,1,Hybrid,2.0,203770,4.0,Automatic,Front,4-5,Left wheel,Other,10,0,14113
5678,961.0,Chevrolet,2009,Sedan,1,Diesel,2.0,66630,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,7370
5681,1468.0,Ford,2007,Jeep,0,Hybrid,2.3,251200,4.0,Automatic,4x4,4-5,Left wheel,Other,6,0,11917
5682,531.0,Hyundai,2012,Sedan,1,Petrol,1.6,147718,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,20005
5684,1246.0,Ford,2008,Jeep,1,Hybrid,2.3,161000,4.0,Automatic,Front,4-5,Left wheel,White,4,0,10663
5686,1017.0,Mercedes-Benz,2017,Sedan,1,Petrol,2.0,35874,4.0,Automatic,4x4,4-5,Left wheel,Black,12,0,470
5690,696.0,Chevrolet,2013,Jeep,1,Diesel,2.2,86359,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,32104
5692,1172.0,Mercedes-Benz,2011,Jeep,1,Diesel,3.5,186542,6.0,Automatic,4x4,4-5,Left wheel,White,12,0,2038
5693,584.0,Toyota,2014,Sedan,1,Petrol,1.8,169141,4.0,Automatic,Front,4-5,Left wheel,Silver,12,0,4391
5694,753.0,Hyundai,2012,Sedan,1,Hybrid,2.4,202864,4.0,Automatic,Front,4-5,Left wheel,Blue,0,0,470
5695,911.0,Hyundai,2010,Jeep,1,Diesel,2.2,185987,4.0,Automatic,Front,4-5,Left wheel,White,4,0,19309
5698,448.0,Honda,2012,Hatchback,1,Hybrid,1.3,0,4.0,Automatic,Front,4-5,Left wheel,Silver,0,0,94
5699,1552.0,Honda,2015,Hatchback,0,Hybrid,1.5,42000,4.0,Automatic,Front,4-5,Right-hand drive,White,6,0,15000
5700,765.0,Ford,2015,Sedan,1,Petrol,2.0,87704,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,40092
5701,761.0,Toyota,2010,Jeep,1,Hybrid,1.8,221760,4.0,Automatic,Front,4-5,Left wheel,Blue,12,0,706
5703,781.0,Chevrolet,2018,Sedan,0,Petrol,1.4,0,4.0,Automatic,Front,4-5,Left wheel,Silver,0,0,14740
5705,966.0,Hyundai,2009,Coupe,1,Petrol,2.0,125350,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,16358
5706,831.0,Ssangyong,2017,Jeep,1,Diesel,1.6,81665,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,43868
5708,595.0,Toyota,2015,Sedan,0,Petrol,1.5,78400,4.0,Tiptronic,Front,4-5,Left wheel,Black,12,0,17249
5713,765.0,Hyundai,2015,Jeep,1,Petrol,2.0,106442,4.0,Automatic,Front,4-5,Left wheel,White,0,0,470
5716,518.0,Lexus,2016,Sedan,1,Hybrid,2.5,129989,4.0,Automatic,Front,4-5,Left wheel,Grey,12,0,784
5719,1292.0,Mercedes-Benz,2016,Jeep,1,Petrol,3.0,62938,6.0,Automatic,4x4,4-5,Left wheel,Black,12,0,20071
5720,911.0,Hyundai,2010,Jeep,1,Diesel,2.2,68558,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,12083
5721,419.0,Other,2013,Hatchback,1,Petrol,1.2,107135,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,4980
5722,924.0,Ssangyong,2011,Jeep,1,Diesel,2.7,260000,4.0,Automatic,Front,4-5,Left wheel,White,4,0,18240
5723,1282.0,Chevrolet,2007,Jeep,1,Diesel,2.0,62336,4.0,Automatic,Front,4-5,Left wheel,White,4,0,7683
5724,1234.0,Other,2011,Sedan,1,Petrol,3.7,134157,6.0,Automatic,4x4,4-5,Left wheel,Black,12,0,549
5727,473.0,Chevrolet,2014,Sedan,1,Petrol,1.4,127024,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,16766
5728,1646.0,Lexus,2015,Jeep,1,Petrol,4.6,102907,8.0,Automatic,4x4,4-5,Left wheel,Black,0,0,706
5730,1091.0,Toyota,2016,Jeep,1,Petrol,2.5,95762,4.0,Automatic,4x4,4-5,Left wheel,Black,12,0,7997
5734,900.0,Hyundai,2015,Sedan,1,Petrol,2.4,170000,4.0,Tiptronic,Front,4-5,Left wheel,Other,10,0,15367
5735,1076.0,Hyundai,2020,Sedan,1,Petrol,2.0,25038,4.0,Automatic,Front,4-5,Left wheel,Grey,12,0,15210
5738,1024.0,Ford,2010,Sedan,1,Petrol,2.5,147790,4.0,Automatic,Front,4-5,Left wheel,Blue,12,0,220
5739,988.0,Toyota,2007,Hatchback,0,Hybrid,1.5,212000,4.0,Variator,Front,4-5,Left wheel,Other,8,0,11290
5741,1047.0,Hyundai,2007,Sedan,1,Diesel,1.6,120455,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,8643
5742,1266.0,Toyota,2014,Hatchback,0,Hybrid,1.5,104200,4.0,Tiptronic,Front,4-5,Right-hand drive,Other,4,0,11133
5743,1055.0,Mercedes-Benz,2013,Jeep,1,Petrol,3.5,127416,6.0,Automatic,4x4,4-5,Left wheel,White,12,0,706
5744,919.0,Mercedes-Benz,2012,Jeep,1,Diesel,3.0,145227,6.0,Automatic,4x4,4-5,Left wheel,Grey,12,0,157
5746,761.0,Toyota,2010,Hatchback,1,Hybrid,1.8,238469,4.0,Automatic,Front,4-5,Left wheel,Other,0,0,627
5748,609.0,Toyota,2018,Sedan,1,Hybrid,2.5,127515,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,9722
5749,1055.0,Mercedes-Benz,2013,Jeep,1,Petrol,3.5,85862,6.0,Tiptronic,4x4,4-5,Left wheel,Grey,12,0,47042
5750,1172.0,Ford,2011,Sedan,1,Petrol,3.5,139934,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,20469
5751,769.0,Chevrolet,2011,Jeep,1,Diesel,2.2,189000,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,18616
5752,1091.0,Toyota,2016,Jeep,1,Petrol,2.5,0,4.0,Automatic,4x4,4-5,Left wheel,Other,12,0,2038
5753,639.0,Ford,2014,Sedan,1,Petrol,2.0,27579,4.0,Tiptronic,Front,4-5,Left wheel,Other,12,1,21326
5754,1111.0,Honda,2012,Hatchback,0,Petrol,1.3,108000,4.0,Automatic,Front,4-5,Right-hand drive,Blue,6,0,7840
5755,420.0,Other,2012,Hatchback,0,Petrol,1.2,29000,3.0,Variator,Front,4-5,Left wheel,White,2,0,10000
5756,639.0,Hyundai,2014,Jeep,1,Diesel,2.0,75584,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,40556
5757,308.0,Lexus,2014,Hatchback,1,Hybrid,1.8,132563,4.0,Automatic,Front,4-5,Left wheel,Other,0,0,11447
5759,691.0,Honda,2017,Hatchback,1,Petrol,1.3,85000,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,28015
5760,753.0,Hyundai,2012,Sedan,0,Hybrid,2.4,69805,4.0,Tiptronic,Front,4-5,Left wheel,Black,12,0,17249
5761,781.0,Hyundai,2012,Other,1,Diesel,2.5,205425,4.0,Automatic,Front,4-5,Left wheel,Other,4,0,19369
5763,765.0,Ford,2015,Sedan,0,Petrol,2.0,128000,4.0,Tiptronic,Front,4-5,Left wheel,White,10,0,20385
5764,900.0,Other,2015,Jeep,1,Petrol,2.4,113821,4.0,Automatic,Front,4-5,Left wheel,White,12,0,2195
5768,645.0,Toyota,2011,Hatchback,1,Hybrid,1.8,230939,4.0,Automatic,Front,4-5,Left wheel,Blue,12,0,282
5770,836.0,Hyundai,2010,Sedan,1,Other,2.0,133225,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,9408
5771,1211.0,Mercedes-Benz,2010,Sedan,1,Petrol,3.0,166400,6.0,Automatic,Rear,4-5,Left wheel,Black,8,0,15681
5774,777.0,Hyundai,2014,Minivan,1,Diesel,2.5,117466,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,34673
5775,862.0,Other,2011,Sedan,1,Petrol,2.5,216550,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,549
5779,751.0,Kia,2013,Sedan,1,Hybrid,2.4,0,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,784
5781,765.0,Chevrolet,2015,Jeep,1,Diesel,2.0,88392,4.0,Automatic,Front,4-5,Left wheel,White,4,0,37062
5789,1646.0,Lexus,2015,Jeep,1,Petrol,4.6,106918,8.0,Automatic,4x4,4-5,Left wheel,Black,0,0,47042
5791,556.0,Other,2014,Jeep,0,Petrol,1.7,35000,4.0,Manual,4x4,2-3,Left wheel,Other,2,0,18503
5793,1077.0,Hyundai,2019,Sedan,1,Petrol,2.0,31200,4.0,Automatic,4x4,4-5,Left wheel,Blue,12,0,17876
5795,836.0,Hyundai,2010,Coupe,1,Petrol,2.0,108981,4.0,Automatic,Front,4-5,Left wheel,Other,4,0,27755
5796,394.0,Toyota,2014,Sedan,1,Hybrid,2.5,109798,4.0,Automatic,Front,4-5,Left wheel,White,12,0,5488
5799,761.0,Other,2010,Sedan,1,Petrol,1.8,46527,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,10192
5802,836.0,Hyundai,2010,Coupe,1,Petrol,2.0,191263,4.0,Automatic,Front,4-5,Left wheel,White,4,0,16756
5804,394.0,Toyota,2014,Sedan,1,Hybrid,2.5,115312,4.0,Automatic,Front,4-5,Left wheel,Grey,12,0,706
5805,502.0,Honda,2013,Hatchback,1,Petrol,1.5,118232,4.0,Automatic,Front,4-5,Left wheel,Silver,12,0,1568
5806,448.0,Honda,2012,Hatchback,0,Petrol,1.3,172800,4.0,Variator,Front,4-5,Left wheel,Black,8,0,16621
5807,1053.0,Mercedes-Benz,2014,Sedan,1,Petrol,3.5,149486,6.0,Automatic,4x4,4-5,Left wheel,Silver,12,0,314
5808,836.0,Hyundai,2010,Jeep,1,Diesel,2.0,216751,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,22063
5809,1515.0,Ford,2005,Other,0,Diesel,1.8,189000,4.0,Manual,Front,4-5,Left wheel,Other,4,1,8938
5813,781.0,Toyota,2012,Sedan,1,Petrol,2.5,100000,4.0,Tiptronic,Front,4-5,Left wheel,Silver,12,0,24775
5818,503.0,Toyota,2012,Hatchback,1,Petrol,1.5,107000,4.0,Automatic,Front,4-5,Left wheel,Blue,4,0,18422
5819,474.0,Other,2013,Sedan,1,Petrol,1.4,95000,4.0,Tiptronic,Front,4-5,Left wheel,Other,8,0,10036
5822,1051.0,Honda,2016,Jeep,1,Petrol,2.4,88968,4.0,Automatic,4x4,4-5,Left wheel,Black,12,0,10036
5825,586.0,Toyota,2012,Sedan,1,Hybrid,1.8,89000,4.0,Variator,Front,4-5,Left wheel,Black,10,0,18503
5826,607.0,Toyota,2019,Sedan,1,Hybrid,2.5,9626,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,3450
5827,382.0,Toyota,2017,Hatchback,1,Hybrid,1.5,86658,4.0,Automatic,Front,4-5,Left wheel,White,4,0,15273
5828,1249.0,Toyota,2017,Jeep,1,Petrol,2.5,55362,4.0,Automatic,4x4,4-5,Left wheel,Blue,12,0,18189
5831,765.0,Hyundai,2015,Sedan,1,Other,2.0,306922,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,10663
5832,1399.0,Lexus,2010,Jeep,1,Hybrid,3.5,167222,6.0,Automatic,4x4,4-5,Left wheel,Black,12,0,5018
5833,707.0,Ssangyong,2011,Jeep,1,Diesel,2.0,101285,4.0,Automatic,Front,4-5,Left wheel,White,4,0,29094
5836,1018.0,Bmw,2011,Jeep,1,Petrol,3.0,0,6.0,Automatic,4x4,4-5,Left wheel,Black,12,0,2979
5837,490.0,Honda,2011,Hatchback,1,Hybrid,1.3,288704,4.0,Automatic,Front,4-5,Left wheel,White,0,0,706
5839,642.0,Hyundai,2012,Jeep,1,Diesel,2.0,119310,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,21103
5841,690.0,Lexus,2016,Jeep,1,Hybrid,3.5,0,6.0,Automatic,Front,4-5,Left wheel,Grey,12,0,34811
5842,1091.0,Other,2016,Jeep,1,Petrol,2.5,0,4.0,Automatic,4x4,4-5,Left wheel,Blue,12,0,1098
5843,502.0,Toyota,2013,Hatchback,0,Hybrid,1.5,79000,4.0,Automatic,Front,4-5,Left wheel,Grey,8,0,17249
5844,1363.0,Lexus,2012,Jeep,1,Petrol,4.6,255406,8.0,Automatic,4x4,4-5,Left wheel,Black,0,0,12858
5845,639.0,Other,2014,Sedan,1,Petrol,2.0,42395,4.0,Automatic,4x4,4-5,Left wheel,Grey,0,0,1254
5847,917.0,Bmw,2013,Jeep,1,Petrol,3.0,168395,6.0,Automatic,4x4,4-5,Left wheel,Black,12,0,13485
5852,880.0,Other,2018,Sedan,1,Petrol,1.6,0,4.0,Automatic,Front,4-5,Left wheel,Grey,12,0,2587
5857,1111.0,Honda,2012,Hatchback,0,Petrol,1.3,81000,4.0,Automatic,Front,4-5,Right-hand drive,White,4,0,7700
5858,915.0,Bmw,2014,Jeep,1,Diesel,3.0,141384,6.0,Automatic,4x4,4-5,Left wheel,Blue,0,0,25089
5861,833.0,Hyundai,2015,Jeep,1,Diesel,2.2,208082,4.0,Automatic,Front,4-5,Left wheel,White,4,0,43548
5863,1018.0,Bmw,2011,Jeep,1,Diesel,3.0,207694,6.0,Automatic,4x4,4-5,Left wheel,Black,0,0,10036
5864,1194.0,Toyota,2013,Jeep,1,Petrol,4.0,239342,6.0,Automatic,4x4,4-5,Left wheel,Silver,12,0,220
5865,1017.0,Chevrolet,2017,Jeep,1,Other,2.0,27992,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,21796
5868,475.0,Chevrolet,2012,Sedan,1,Petrol,1.4,158000,4.0,Automatic,Front,4-5,Left wheel,White,12,1,11604
5870,531.0,Hyundai,2012,Sedan,1,Petrol,1.6,68976,4.0,Automatic,Front,4-5,Left wheel,White,4,0,16160
5871,924.0,Other,2017,Sedan,1,Petrol,1.8,22500,4.0,Tiptronic,Front,4-5,Left wheel,White,8,1,34497
5872,640.0,Ford,2013,Sedan,1,Hybrid,2.0,174619,4.0,Automatic,Front,4-5,Left wheel,Grey,0,0,282
5874,687.0,Hyundai,2010,Sedan,1,Petrol,1.6,87640,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,14834
5877,751.0,Hyundai,2013,Sedan,0,Petrol,2.4,240000,4.0,Tiptronic,Front,4-5,Left wheel,Black,10,0,15053
5878,640.0,Ssangyong,2013,Jeep,1,Diesel,2.0,126116,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,36808
5880,836.0,Hyundai,2010,Sedan,1,Other,2.0,89181,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,7527
5881,1017.0,Mercedes-Benz,2017,Sedan,1,Petrol,2.0,50930,4.0,Automatic,Rear,4-5,Left wheel,Black,12,0,22580
5887,1058.0,Toyota,2012,Jeep,1,Petrol,3.5,285186,6.0,Automatic,Front,4-5,Left wheel,Grey,12,0,9879
5888,1024.0,Ford,2010,Jeep,1,Hybrid,2.5,174926,4.0,Automatic,Front,4-5,Left wheel,Grey,0,0,862
5892,1018.0,Bmw,2011,Sedan,1,Petrol,3.0,103000,6.0,Tiptronic,Rear,4-5,Left wheel,Black,10,0,26657
5894,583.0,Hyundai,2011,Sedan,1,Petrol,1.6,141799,4.0,Automatic,Front,4-5,Left wheel,White,4,0,19416
5896,609.0,Toyota,2018,Sedan,1,Hybrid,2.5,35058,4.0,Automatic,Front,4-5,Left wheel,White,12,0,18817
5897,707.0,Other,2011,Hatchback,1,Diesel,2.0,129651,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,2352
5898,1533.0,Other,2016,Coupe,1,Petrol,3.6,127245,6.0,Automatic,Rear,2-3,Left wheel,Other,12,0,1646
5899,781.0,Toyota,2012,Sedan,1,Petrol,2.5,200870,4.0,Automatic,Front,4-5,Left wheel,Silver,12,0,4077
5900,779.0,Hyundai,2013,Minivan,1,Diesel,2.5,69315,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,22433
5901,781.0,Ford,2012,Sedan,1,Petrol,2.5,109536,4.0,Automatic,Front,4-5,Left wheel,Grey,12,0,1176
5902,642.0,Ford,2012,Sedan,1,Hybrid,2.0,145814,4.0,Automatic,Front,4-5,Left wheel,White,0,0,25716
5904,810.0,Other,2016,Sedan,1,Petrol,1.8,50000,4.0,Tiptronic,Front,4-5,Left wheel,Grey,16,1,20385
5912,1646.0,Lexus,2015,Jeep,1,Petrol,4.6,129931,8.0,Automatic,4x4,4-5,Left wheel,Black,0,0,784
5914,1399.0,Lexus,2010,Jeep,1,Hybrid,3.5,311949,6.0,Automatic,Front,4-5,Left wheel,Silver,12,0,282
